num__Chambres,num__Superficie_m2,num__DistanceRoute_m,num__AgeMaison,binary__Salon,binary__SalleDeBainInterieure,binary__Parking,binary__Meuble,binary__Jardin,nom__Quartier_Buyenzi,nom__Quartier_Bwiza,nom__Quartier_Cibitoke,nom__Quartier_Gasekebuye,nom__Quartier_Gihosha,nom__Quartier_Jabe,nom__Quartier_Kamenge,nom__Quartier_Kinama,nom__Quartier_Kinanira,nom__Quartier_Kiriri,nom__Quartier_Musaga,nom__Quartier_Ngagara,nom__Quartier_Nyakabiga,nom__Quartier_Rohero,LoyerMensuel_BIF,SurfaceParChambre,ChambresParSuperficie,DistanceLog,AgeMaisonLog,Age_Surface,Confort_Score,Confort_Surface,Confort_Chambres
4.0,30.0,43.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,295927,7.5,0.13333333333333333,3.784189633918261,2.639057329615259,390.0,0,0.0,0.0
5.0,259.0,168.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2600000,51.8,0.019305019305019305,5.1298987149230735,3.2188758248682006,6216.0,0,0.0,0.0
5.0,218.0,65.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1326405,43.6,0.022935779816513763,4.189654742026425,3.258096538021482,5450.0,0,0.0,0.0
5.0,216.0,262.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1584595,43.2,0.023148148148148147,5.572154032177765,3.044522437723423,4320.0,0,0.0,0.0
2.0,121.0,238.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1185706,60.5,0.01652892561983471,5.476463551931511,3.044522437723423,2420.0,0,0.0,0.0
6.0,279.0,160.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2600000,46.5,0.021505376344086023,5.081404364984463,2.0794415416798357,1953.0,0,0.0,0.0
1.0,54.0,124.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332640,54.0,0.018518518518518517,4.8283137373023015,3.332204510175204,1458.0,0,0.0,0.0
6.0,256.0,112.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2600000,42.666666666666664,0.0234375,4.727387818712341,3.332204510175204,6912.0,0,0.0,0.0
5.0,230.0,180.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1346455,46.0,0.021739130434782608,5.198497031265826,3.044522437723423,4600.0,0,0.0,0.0
2.0,89.0,183.0,14.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,728910,44.5,0.02247191011235955,5.214935757608986,2.70805020110221,1246.0,0,0.0,0.0
5.0,252.0,289.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1788192,50.4,0.01984126984126984,5.66988092298052,3.044522437723423,5040.0,0,0.0,0.0
4.0,243.0,141.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,876345,60.75,0.01646090534979424,4.955827057601261,2.1972245773362196,1944.0,0,0.0,0.0
1.0,30.0,10.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,501563,30.0,0.03333333333333333,2.3978952727983707,2.833213344056216,480.0,0,0.0,0.0
2.0,103.0,17.0,34.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,667150,51.5,0.019417475728155338,2.8903717578961645,3.5553480614894135,3502.0,0,0.0,0.0
4.0,209.0,190.0,31.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684542,52.25,0.019138755980861243,5.25227342804663,3.4657359027997265,6479.0,0,0.0,0.0
4.0,47.0,174.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1028667,11.75,0.0851063829787234,5.1647859739235145,0.6931471805599453,47.0,0,0.0,0.0
6.0,265.0,279.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2068140,44.166666666666664,0.022641509433962263,5.634789603169249,2.5649493574615367,3180.0,0,0.0,0.0
6.0,250.0,65.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667009,41.666666666666664,0.024,4.189654742026425,2.833213344056216,4000.0,0,0.0,0.0
4.0,197.0,121.0,36.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,902442,49.25,0.02030456852791878,4.804021044733257,3.6109179126442243,7092.0,0,0.0,0.0
2.0,95.0,211.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727436,47.5,0.021052631578947368,5.356586274672012,2.639057329615259,1235.0,0,0.0,0.0
1.0,47.0,218.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,663181,47.0,0.02127659574468085,5.389071729816501,3.332204510175204,1269.0,0,0.0,0.0
3.0,144.0,153.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060181,48.0,0.020833333333333332,5.0369526024136295,2.639057329615259,1872.0,0,0.0,0.0
4.0,208.0,36.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,958924,52.0,0.019230769230769232,3.6109179126442243,2.4849066497880004,2288.0,0,0.0,0.0
4.0,103.0,286.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,867065,25.75,0.038834951456310676,5.659482215759621,2.302585092994046,927.0,0,0.0,0.0
5.0,207.0,212.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1256873,41.4,0.024154589371980676,5.3612921657094255,2.5649493574615367,2484.0,0,0.0,0.0
2.0,169.0,131.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1051769,84.5,0.011834319526627219,4.882801922586371,3.091042453358316,3549.0,0,0.0,0.0
4.0,192.0,63.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1253462,48.0,0.020833333333333332,4.1588830833596715,2.4849066497880004,2112.0,0,0.0,0.0
1.0,40.0,66.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,859665,40.0,0.025,4.204692619390966,3.2188758248682006,960.0,0,0.0,0.0
6.0,275.0,228.0,35.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2600000,45.833333333333336,0.02181818181818182,5.43372200355424,3.58351893845611,9625.0,0,0.0,0.0
2.0,79.0,172.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047467,39.5,0.02531645569620253,5.153291594497779,0.6931471805599453,79.0,0,0.0,0.0
1.0,37.0,91.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405293,37.0,0.02702702702702703,4.5217885770490405,3.1780538303479458,851.0,0,0.0,0.0
6.0,320.0,192.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,150000,53.333333333333336,0.01875,5.262690188904886,2.772588722239781,4800.0,0,0.0,0.0
2.0,74.0,137.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616713,37.0,0.02702702702702703,4.927253685157205,2.5649493574615367,888.0,0,0.0,0.0
6.0,281.0,207.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020710,46.833333333333336,0.021352313167259787,5.337538079701318,3.1354942159291497,6182.0,0,0.0,0.0
5.0,207.0,220.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1914672,41.4,0.024154589371980676,5.3981627015177525,3.1354942159291497,4554.0,0,0.0,0.0
4.0,175.0,272.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724139,43.75,0.022857142857142857,5.60947179518496,3.044522437723423,3500.0,0,0.0,0.0
5.0,227.0,174.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600000,45.4,0.022026431718061675,5.1647859739235145,3.1354942159291497,4994.0,0,0.0,0.0
5.0,264.0,7.0,37.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2137503,52.8,0.01893939393939394,2.0794415416798357,3.6375861597263857,9768.0,0,0.0,0.0
5.0,225.0,60.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2600000,45.0,0.022222222222222223,4.110873864173311,3.1354942159291497,4950.0,0,0.0,0.0
4.0,176.0,264.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1578234,44.0,0.022727272727272728,5.579729825986222,2.833213344056216,2816.0,0,0.0,0.0
3.0,131.0,91.0,35.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1375994,43.666666666666664,0.022900763358778626,4.5217885770490405,3.58351893845611,4585.0,0,0.0,0.0
3.0,168.0,153.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638560,56.0,0.017857142857142856,5.0369526024136295,3.2188758248682006,4032.0,0,0.0,0.0
4.0,192.0,160.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,947421,48.0,0.020833333333333332,5.081404364984463,2.0794415416798357,1344.0,0,0.0,0.0
3.0,146.0,242.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2383077,48.666666666666664,0.02054794520547945,5.493061443340548,2.833213344056216,2336.0,0,0.0,0.0
6.0,301.0,97.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856704,50.166666666666664,0.019933554817275746,4.584967478670572,0.6931471805599453,301.0,0,0.0,0.0
2.0,123.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635416,61.5,0.016260162601626018,2.772588722239781,0.0,0.0,0,0.0,0.0
4.0,161.0,81.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579453,40.25,0.024844720496894408,4.406719247264253,2.8903717578961645,2737.0,0,0.0,0.0
4.0,119.0,249.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824889,29.75,0.03361344537815126,5.521460917862246,2.3978952727983707,1190.0,0,0.0,0.0
5.0,235.0,277.0,34.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741104,47.0,0.02127659574468085,5.627621113690637,3.5553480614894135,7990.0,0,0.0,0.0
1.0,65.0,122.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,393107,65.0,0.015384615384615385,4.812184355372417,2.5649493574615367,780.0,0,0.0,0.0
3.0,147.0,186.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580812,49.0,0.02040816326530612,5.231108616854587,2.1972245773362196,1176.0,0,0.0,0.0
3.0,119.0,199.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,365296,39.666666666666664,0.025210084033613446,5.298317366548036,3.5263605246161616,3927.0,0,0.0,0.0
6.0,278.0,297.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1625730,46.333333333333336,0.02158273381294964,5.697093486505405,3.713572066704308,11120.0,0,0.0,0.0
1.0,43.0,164.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,476807,43.0,0.023255813953488372,5.10594547390058,3.295836866004329,1118.0,0,0.0,0.0
2.0,94.0,243.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881102,47.0,0.02127659574468085,5.497168225293202,2.5649493574615367,1128.0,0,0.0,0.0
2.0,109.0,197.0,32.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1821920,54.5,0.01834862385321101,5.288267030694535,3.4965075614664802,3488.0,0,0.0,0.0
1.0,31.0,122.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,315568,31.0,0.03225806451612903,4.812184355372417,2.9444389791664403,558.0,0,0.0,0.0
5.0,263.0,180.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216024,52.6,0.019011406844106463,5.198497031265826,2.1972245773362196,2104.0,0,0.0,0.0
3.0,167.0,171.0,39.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827999,55.666666666666664,0.017964071856287425,5.147494476813453,3.6888794541139363,6513.0,0,0.0,0.0
2.0,101.0,55.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229262,50.5,0.019801980198019802,4.02535169073515,2.70805020110221,1414.0,0,0.0,0.0
3.0,174.0,152.0,38.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1056394,58.0,0.017241379310344827,5.030437921392435,3.6635616461296463,6612.0,0,0.0,0.0
1.0,78.0,236.0,36.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,541250,78.0,0.01282051282051282,5.4680601411351315,3.6109179126442243,2808.0,0,0.0,0.0
1.0,79.0,191.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911902,79.0,0.012658227848101266,5.2574953720277815,3.044522437723423,1580.0,0,0.0,0.0
4.0,223.0,23.0,33.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2164627,55.75,0.017937219730941704,3.1780538303479458,3.5263605246161616,7359.0,0,0.0,0.0
2.0,117.0,268.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,770113,58.5,0.017094017094017096,5.594711379601839,1.3862943611198906,351.0,0,0.0,0.0
2.0,128.0,32.0,29.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693615,64.0,0.015625,3.4965075614664802,3.4011973816621555,3712.0,0,0.0,0.0
5.0,230.0,40.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1558421,46.0,0.021739130434782608,3.713572066704308,3.5553480614894135,7820.0,0,0.0,0.0
4.0,193.0,133.0,30.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678188,48.25,0.02072538860103627,4.897839799950911,3.4339872044851463,5790.0,0,0.0,0.0
